Date received,Product,Issue,Consumer complaint narrative,Company response to consumer,clean_text,text_length,word_count,record_id
23-09-2024,Credit reporting or other personal consumer reports,Incorrect information on your report,"Recently I saw a late payment on my credit report from your company that I do not recognize. According to the FCRA transactions such as payments are not supposed to show on a consumer credit report. I know that this is a billing error, and I just would like for it to be corrected.",Closed with explanation,recently i saw a late payment on my credit report from your company that i do not recognize  according to the fcra transactions such as payments are not supposed to show on a consumer credit report  i know that this is a billing error  and i just would like for it to be corrected,280,54,158
15-06-2021,Credit card or prepaid card,"Advertising and marketing, including promotional offers","Dear Team, i received a pre-approved credit card offer from Amex for my business ( sole proprietor ). it had a code as well and it looked like i have everything set and just need to apply the code in the letter. but when i completed everything it was declined/ refused and caused me a hard inquiry on my credit and reduced my credit score. i want Amex either to approve my application or remove the hard inquiry from my credit report in-result of misleading offer. thank you XXXX XXXX XXXX XXXX : XXXX",Closed with explanation,dear team  i received a pre approved credit card offer from amex for my business   sole proprietor    it had a code as well and it looked like i have everything set and just need to apply the code in the letter  but when i completed everything it was declined  refused and caused me a hard inquiry on my credit and reduced my credit score  i want amex either to approve my application or remove the hard inquiry from my credit report in result of misleading offer  thank you xxxx xxxx xxxx xxxx   xxxx,501,93,159
25-11-2022,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"In accordance with the Fair Credit Reporting act XXXX  XXXX  XXXX, XXXX XXXX  : XXXX, XXXX XXXXL : XXXX, XXXX  XXXX XXXX : XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",Closed with explanation,in accordance with the fair credit reporting act xxxx xxxx xxxx  xxxx xxxx   xxxx  xxxx xxxxl   xxxx  xxxx xxxx xxxx   xxxx has violated my rights  15 u s c 1681 section 602 a  states i have the right to privacy  15 u s c 1681 section 604 a section 2   it also states a consumer reporting agency can not furnish a account without my written instructions,353,66,160
02-07-2021,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"On XXXX XXXX i received result of a disputed item ( XXXX Account ) from Experian that is included in my identity theft report from identity theft.gov that was uploaded for mentioned dispute along with other documents for this. I have called the Experian customer service phone number to verify reason of the result being verified as mine and updated and rule XXXX not being followed. I was notified via multiple agents that the identity theft report was not accepted by the fraud department because it is the incorrect one and that it is filled in incorrectly, was also indicated that it is with apparently with a red mark/note simulating a warning in which the warning was not disclosed yet the bureau has not informed me at any moment that the identity theft report has not been accepted through any form of communication ( email or postal ) and dismissed the dispute as verified and updated. Ever since this dispute in XX/XX/2021 the dispute center in the Experian website when accessed with my logging information it reflects a "" Technical Difficulty to access my report '' i have called multiple times to verify about this and have been given multiple different answers from the "" i don't know '' to the "" we will inform a supervisor to give you a call back ''. This is a violation of my rights of having access to correct my credit report. The identity theft report i have provided is the very report that one is given via IdentityTheft.gov this report I have submitted to XXXX  and XXXX  and they have done their due diligence and have accepted it with no issues. This has to be corrected immediately and this issue has also been forwarded to the Attorney General in my state due to this violation of my rights in the FCRA, and the inefficiency in how the Experian Credit Bureau manages an identity theft victim by blocking my disputing right to correct my report and not even communicating via any form ( email or postal ).",Closed with non-monetary relief,on xxxx xxxx i received result of a disputed item   xxxx account   from experian that is included in my identity theft report from identity theft gov that was uploaded for mentioned dispute along with other documents for this  i have called the experian customer service phone number to verify reason of the result being verified as mine and updated and rule xxxx not being followed  i was notified via multiple agents that the identity theft report was not accepted by the fraud department because it is the incorrect one and that it is filled in incorrectly  was also indicated that it is with apparently with a red mark note simulating a warning in which the warning was not disclosed yet the bureau has not informed me at any moment that the identity theft report has not been accepted through any form of communication   email or postal   and dismissed the dispute as verified and updated  ever since this dispute in xx xx 2021 the dispute center in the experian website when accessed with my logging information it reflects a   technical difficulty to access my report    i have called multiple times to verify about this and have been given multiple different answers from the   i don t know    to the   we will inform a supervisor to give you a call back     this is a violation of my rights of having access to correct my credit report  the identity theft report i have provided is the very report that one is given via identitytheft gov this report i have submitted to xxxx and xxxx and they have done their due diligence and have accepted it with no issues  this has to be corrected immediately and this issue has also been forwarded to the attorney general in my state due to this violation of my rights in the fcra  and the inefficiency in how the experian credit bureau manages an identity theft victim by blocking my disputing right to correct my report and not even communicating via any form   email or postal,1926,338,161
31-10-2015,Credit reporting,Unable to get credit report/credit score,"I 've been requesting my annual credit report and have not received anything fromTrans-Union after requesting me to submit qualifying documents, in which I submit copies of my Drivers license, Military ID, Utility bill and a copy of my SSN, all this since XXXX XXXX, 2015 and have not received nothing from.",Closed with non-monetary relief,i  ve been requesting my annual credit report and have not received anything fromtrans union after requesting me to submit qualifying documents  in which i submit copies of my drivers license  military id  utility bill and a copy of my ssn  all this since xxxx xxxx  2015 and have not received nothing from,306,53,162
13-06-2021,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"I Am a PROTECTED CONSUMER. I know my rights. I certify that this request to block was made NOT in error, and My request to block information was NOT based on a material misrepresentation, and I DID NOT knowingly obtain or should have known that I obtained possession of goods, services, or moneys as a result of one or more of the transactions that I am seeking to block. Under 15 U.S. Code 1681c2 you must block all fraudulent accounts. Since I attached my form of ID, PROOF OF ADDRESS, & SOCIAL SECURITY CARD, This complaint lists someone that your company should recognize as their customer or their customers authorized representative.",Closed with explanation,i am a protected consumer  i know my rights  i certify that this request to block was made not in error  and my request to block information was not based on a material misrepresentation  and i did not knowingly obtain or should have known that i obtained possession of goods  services  or moneys as a result of one or more of the transactions that i am seeking to block  under 15 u s  code 1681c2 you must block all fraudulent accounts  since i attached my form of id  proof of address    social security card  this complaint lists someone that your company should recognize as their customer or their customers authorized representative,638,111,163
13-03-2024,Credit card,Trouble using your card,"NAV took monies from my account and locked it so now I can't use my own money.

I've had a refund coming from a merchant and NAV took that refund and stored it as a credit on their side instead of returning it to my linked bank account where they took it from in the beginning.

Nav refused to do anything. I had another refund come in and now they just took that money and kept it, then locked my credit card so I can't use it.

Nav excuse is that my account needs to be relinked from "" their trusted '' partner XXXX, which XXXX now don't want to link the account, and their lie is username from bank can't be verified all of a sudden, which is a lie. 
So, now Nav don't want to refund the refunds I have that they took upon themselves to store as a credit which I didn't ask for even before they stolen and locked my card. 

Now, nobody wants to talk to me, and they use another lie saying they can't verify my identity, and they want to verify theirs with me when they call, so they use that as am escape goat to not handle the situation from their apparent fraud. 

All this scam company had to do in the first place is not hold people 's money and return the transaction back to the original method, which was my linked bank account. 

So, the question now is, if you can't identify me, how was this account even opened. 
And most importantly, you're not contacting the real owner, why isn't the account restored back to its whole form and you release my money and close it. 

So, as you see, this is a scam, especially when the company don't even have a phone number so people can call them, they get slick and gives you XXXX 's number and not their number. Nav also don't have any physical locations nor other real business-related communication.",Closed with explanation,nav took monies from my account and locked it so now i can t use my own money  i ve had a refund coming from a merchant and nav took that refund and stored it as a credit on their side instead of returning it to my linked bank account where they took it from in the beginning  nav refused to do anything  i had another refund come in and now they just took that money and kept it  then locked my credit card so i can t use it  nav excuse is that my account needs to be relinked from   their trusted    partner xxxx  which xxxx now don t want to link the account  and their lie is username from bank can t be verified all of a sudden  which is a lie  so  now nav don t want to refund the refunds i have that they took upon themselves to store as a credit which i didn t ask for even before they stolen and locked my card  now  nobody wants to talk to me  and they use another lie saying they can t verify my identity  and they want to verify theirs with me when they call  so they use that as am escape goat to not handle the situation from their apparent fraud  all this scam company had to do in the first place is not hold people  s money and return the transaction back to the original method  which was my linked bank account  so  the question now is  if you can t identify me  how was this account even opened  and most importantly  you re not contacting the real owner  why isn t the account restored back to its whole form and you release my money and close it  so  as you see  this is a scam  especially when the company don t even have a phone number so people can call them  they get slick and gives you xxxx  s number and not their number  nav also don t have any physical locations nor other real business related communication,1739,346,164
14-05-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"Estimated Dates of Contact with Credit Reporting Agencies XXXX XXXX, 2025 Initial complaint and possible dispute initiation with credit bureaus ( aligned with your first outreach about the false reporting ) XXXX XXXX, 2025 Likely dispute update or follow-up with credit bureaus after receiving XXXX confirmation of the charge-off XXXX XXXX, 2025 Escalation period ; very likely included formal disputes with XXXX, Experian, and TransUnion XXXX 2025 Ongoing dispute status checks and follow-ups, likely in parallel with certified mailings and complaint filings XXXX XXXX, 2025 Included summary of the unresolved credit reporting issues in your IRS correspondence",Closed with non-monetary relief,estimated dates of contact with credit reporting agencies xxxx xxxx  2025 initial complaint and possible dispute initiation with credit bureaus   aligned with your first outreach about the false reporting   xxxx xxxx  2025 likely dispute update or follow up with credit bureaus after receiving xxxx confirmation of the charge off xxxx xxxx  2025 escalation period   very likely included formal disputes with xxxx  experian  and transunion xxxx 2025 ongoing dispute status checks and follow ups  likely in parallel with certified mailings and complaint filings xxxx xxxx  2025 included summary of the unresolved credit reporting issues in your irs correspondence,661,97,165
08-11-2021,Credit card or prepaid card,Trouble using your card,"Hello : I filed a complaint with you about capitalone. They responded because of the complaint and tried to blame the behavior of them dropping my credit score each time I used the card. ( I applied for a card, thinking with my history with them would get me a lower interest rate, though when I applied it was through an offer for pre approval and then the app gave me the card without choice, with nearly 30 % interest rate. {$300.00}. limit. I didn't want the card and still don't. When I used the card ( never more than {$40.00} and pof on the XXXX of ea mo ) they would say I was over and lower my score. ) When they called me they tried to blame the lower scores on XXXX, but the agency clearly shows them reporting me as over, etc. I was upset and let them know it. I am a senior wanting a card to buy an occassional gift, but with their card they had told me I could buy after the bill pronted on the XXXX  and had to have it pof before the next due date to have zero affect on credit. 
Theu HAVE DROPPED MY CREDIT SCORE 30 % ON XXXX AND $ 40 % ON XXXX!!!!!!!!! becasue they are corrupt XXXX. PLEASE GET THESE XXXX  TO CORRECT THIS> I DONT DESERVE THIS AND THEY SHOULD BE PUNISHED!!!!!!",Closed with explanation,hello   i filed a complaint with you about capitalone  they responded because of the complaint and tried to blame the behavior of them dropping my credit score each time i used the card    i applied for a card  thinking with my history with them would get me a lower interest rate  though when i applied it was through an offer for pre approval and then the app gave me the card without choice  with nearly 30   interest rate    300 00   limit  i didn t want the card and still don t  when i used the card   never more than   40 00  and pof on the xxxx of ea mo   they would say i was over and lower my score    when they called me they tried to blame the lower scores on xxxx  but the agency clearly shows them reporting me as over  etc  i was upset and let them know it  i am a senior wanting a card to buy an occassional gift  but with their card they had told me i could buy after the bill pronted on the xxxx and had to have it pof before the next due date to have zero affect on credit  theu have dropped my credit score 30   on xxxx and   40   on xxxx          becasue they are corrupt xxxx  please get these xxxx to correct this  i dont deserve this and they should be punished,1185,232,166
29-03-2023,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"XXXXXXXX XXXX XXXX XXXXXXXX Account is reporting and I have no knowledge of the account. 

Section 623 ( a ) ( 1 ) ( B ). If a consumer notifies a furnisher that the consumer disputes the completeness or accuracy of any information reported by the furnishes.",Closed with non-monetary relief,xxxxxxxx xxxx xxxx xxxxxxxx account is reporting and i have no knowledge of the account  section 623   a     1     b    if a consumer notifies a furnisher that the consumer disputes the completeness or accuracy of any information reported by the furnishes,255,41,167
30-07-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"Between XXXX XXXX and XXXX XXXX account XXXX XXXX XXXX was removed from my XXXX credit file due to inaccurate credit reporting by the furnisher.TransUnion failed to remove the account. I am aware TransUnion do not conduct reasonable reinvestigation as required by the FCRA, and did not remove the account prior to my request to remove this account from my TransUnion credit file. ( SEE ATTACHMENT )",Closed with non-monetary relief,between xxxx xxxx and xxxx xxxx account xxxx xxxx xxxx was removed from my xxxx credit file due to inaccurate credit reporting by the furnisher transunion failed to remove the account  i am aware transunion do not conduct reasonable reinvestigation as required by the fcra  and did not remove the account prior to my request to remove this account from my transunion credit file    see attachment,396,66,168
05-12-2019,Credit card or prepaid card,Incorrect information on your report,"On XX/XX/2019 this office obtained a copy of my credit report and it was a result of fraud. I am a victim of Identity Theft and I ask this office to handle this in a serious manner. I have XXXX XXXX and additionally signed up for credit monitoring services with the credit bureaus and have reached out to XXXX   as well. I have added a security freeze to my credit file to prevent this from happening in the future. I ask this office to complete an investigation and remove this from my report and any fraudulent address, phone number, or any information that does not belong to me that the unknown person used to apply for the account. I reached out to this office only to be transferred to someone who is foreign repeating everything twice or talking about something else other than my name being used. I have even been placed on hold only to be bounced around from person to person and the phone being hung up.",Closed with non-monetary relief,on xx xx 2019 this office obtained a copy of my credit report and it was a result of fraud  i am a victim of identity theft and i ask this office to handle this in a serious manner  i have xxxx xxxx and additionally signed up for credit monitoring services with the credit bureaus and have reached out to xxxx as well  i have added a security freeze to my credit file to prevent this from happening in the future  i ask this office to complete an investigation and remove this from my report and any fraudulent address  phone number  or any information that does not belong to me that the unknown person used to apply for the account  i reached out to this office only to be transferred to someone who is foreign repeating everything twice or talking about something else other than my name being used  i have even been placed on hold only to be bounced around from person to person and the phone being hung up,910,171,169
22-07-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"This CFPB complaint has been filed to request pursuant to FCRA 605B ( 15 U.S.C. 1681c-2 ) that you, the Experian credit reporting agency, block information appearing on my consumer credit report that is the result of identity theft and fraud within 4 business days of you receiving this complaint. This fraudulent, inaccurate, and false information consists of XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Verify Account - 15 U.S. Code 1666 ( b ) Billing Error : I recently reviewed my credit report and noticed late payments listed from your company. The payment history for this account is inaccurately reported. Please update the status to paid as agreed on my credit report XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Section 807 Violation Misleading- Investigate and make sure everything is correct if not delete it from my credit report. This agency is in violation of 15 U.S.C. 1692g. They were to notify me of this in writing 5 days prior, I was not As the original creditor, only I can validate this debt. I do not validate debt XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Section 807 Violation Misleading- Investigate and make sure everything is correct if not delete it from my credit report. This agency is in violation of 15 U.S.C. 1692g. They were to notify me of this in writing 5 days prior, I was not As the original creditor, only I can validate this debt. I do not validate debt These accounts have resulted in several fraudulent hard inquiries and fraudulent collections appearing on my consumer FICO credit report. All of the aforementioned accounts, collections, and hard inquiries are the result of identity theft and fraud. I have attached a copy of FTC Identity Theft Criminal Complaint XXXX as proof from the US Federal Trade Commission that all of the aforementioned consumer credit accounts, collections, and hard inquiries are the result of identity theft and fraud.",Closed with explanation,this cfpb complaint has been filed to request pursuant to fcra 605b   15 u s c  1681c 2   that you  the experian credit reporting agency  block information appearing on my consumer credit report that is the result of identity theft and fraud within 4 business days of you receiving this complaint  this fraudulent  inaccurate  and false information consists of xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx verify account   15 u s  code 1666   b   billing error   i recently reviewed my credit report and noticed late payments listed from your company  the payment history for this account is inaccurately reported  please update the status to paid as agreed on my credit report xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx section 807 violation misleading  investigate and make sure everything is correct if not delete it from my credit report  this agency is in violation of 15 u s c  1692g  they were to notify me of this in writing 5 days prior  i was not as the original creditor  only i can validate this debt  i do not validate debt xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx section 807 violation misleading  investigate and make sure everything is correct if not delete it from my credit report  this agency is in violation of 15 u s c  1692g  they were to notify me of this in writing 5 days prior  i was not as the original creditor  only i can validate this debt  i do not validate debt these accounts have resulted in several fraudulent hard inquiries and fraudulent collections appearing on my consumer fico credit report  all of the aforementioned accounts  collections  and hard inquiries are the result of identity theft and fraud  i have attached a copy of ftc identity theft criminal complaint xxxx as proof from the us federal trade commission that all of the aforementioned consumer credit accounts  collections  and hard inquiries are the result of identity theft and fraud,1891,326,170
04-11-2024,Debt collection,Took or threatened to take negative or legal action,"National Credit systems sent a letter to my moms house saying that I owed a {$350.00} debt because of damaged to the flooring at my old rental address that didnt exist. They provided no proof of the damage and told me I would still have to pay the debt. I have disputed the debt and a week later have still not received any communication back. The entire situation is very sketchy, and my old property manager treated me terrible and did very sketchy stuff.",Closed with explanation,national credit systems sent a letter to my moms house saying that i owed a   350 00  debt because of damaged to the flooring at my old rental address that didnt exist  they provided no proof of the damage and told me i would still have to pay the debt  i have disputed the debt and a week later have still not received any communication back  the entire situation is very sketchy  and my old property manager treated me terrible and did very sketchy stuff,456,85,171
10-04-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I recently reviewed my credit report from your bureau and noticed discrepancies in certain accounts. I believe these accounts contain inaccuracies and request that they be updated to reflect the correct information. 
XXXX XXXX XXXX Payment Status : Late 30 Days Late Dates : XX/XX/XXXX ( XXXX ) The information you are reporting differs from that of other credit bureaus. According to the FCRA, all reported data must be completely accurate or it must be corrected. 
XXXX XXXX XXXX Payment Status : Late 30 Days Late Dates : XX/XX/XXXX ( XXXX ) Your report contains information that is inconsistent with what other bureaus have recorded. Under FCRA guidelines, reporting must be entirely precise, and any inaccuracies should be promptly updated. 
XXXX XXXX XXXX Date Opened : XX/XX/XXXX Payment Status : Late 30 Days Late Dates : XX/XX/XXXX ( XXXX ) There are discrepancies between the information you are reporting and what other bureaus have. As mandated by the FCRA, all reported details must be 100 % accurate, and any incorrect information must be revised.",Closed with non-monetary relief,i recently reviewed my credit report from your bureau and noticed discrepancies in certain accounts  i believe these accounts contain inaccuracies and request that they be updated to reflect the correct information  xxxx xxxx xxxx payment status   late 30 days late dates   xx xx xxxx   xxxx   the information you are reporting differs from that of other credit bureaus  according to the fcra  all reported data must be completely accurate or it must be corrected  xxxx xxxx xxxx payment status   late 30 days late dates   xx xx xxxx   xxxx   your report contains information that is inconsistent with what other bureaus have recorded  under fcra guidelines  reporting must be entirely precise  and any inaccuracies should be promptly updated  xxxx xxxx xxxx date opened   xx xx xxxx payment status   late 30 days late dates   xx xx xxxx   xxxx   there are discrepancies between the information you are reporting and what other bureaus have  as mandated by the fcra  all reported details must be 100   accurate  and any incorrect information must be revised,1057,168,172
30-07-2019,Mortgage,Struggling to pay mortgage,"I applied HAMP Tier 2 Loan Modification to BBVA Compass and requested them through certified mail and they asked me to send them more documents for their processing as enclosed evidence are true and correct copy of their requests and is in incorporate by reference as if fully copied herein. BBVA Compass have allegedly been attempting to modify my loan, nevertheless, BBVA Compass later refused and rejected, and thereby they forced me to pay off my whole debt loan. Payment in arrangements are in the verge of being process and in order for me to stay in my home, I found a buyer and asked once again BBVA Compass to re- consideration first approve my Loan Modification, in response of an alternative solution and possibilities while waiting for my buyer to close. I was trying to work on with my buyer and BBVA Compass always demands to pay off my loans debt in my home, at the same time, threatening me to foreclose, hereto a purchase contract enclosed ( a true and correct copy of the purchase contract and is incorporated by reference as of file of copied herein ). In spites of my diligence in assisting my buyer to close her third party financing ; BBVA Compass wanted to acquire said property and had no intent in mind to allow me to sell and close the sale of my buyer in order to cure my defaults. I had expended a lot of time and money and invested my entire life savings to my homestead and as such a great wrong was done by BBVA Compass. In my assertion that BBVA Compass were not dealing with me in good faith.",Closed with explanation,i applied hamp tier 2 loan modification to bbva compass and requested them through certified mail and they asked me to send them more documents for their processing as enclosed evidence are true and correct copy of their requests and is in incorporate by reference as if fully copied herein  bbva compass have allegedly been attempting to modify my loan  nevertheless  bbva compass later refused and rejected  and thereby they forced me to pay off my whole debt loan  payment in arrangements are in the verge of being process and in order for me to stay in my home  i found a buyer and asked once again bbva compass to re  consideration first approve my loan modification  in response of an alternative solution and possibilities while waiting for my buyer to close  i was trying to work on with my buyer and bbva compass always demands to pay off my loans debt in my home  at the same time  threatening me to foreclose  hereto a purchase contract enclosed   a true and correct copy of the purchase contract and is incorporated by reference as of file of copied herein    in spites of my diligence in assisting my buyer to close her third party financing   bbva compass wanted to acquire said property and had no intent in mind to allow me to sell and close the sale of my buyer in order to cure my defaults  i had expended a lot of time and money and invested my entire life savings to my homestead and as such a great wrong was done by bbva compass  in my assertion that bbva compass were not dealing with me in good faith,1524,277,173
14-04-2023,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"In accordance with the Fair Credit Repprting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681XXXX XXXX XXXX XXXX XXXX XXXX, has violated my rights 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C 1681 c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Closed with non-monetary relief,in accordance with the fair credit repprting act  the list of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 usc 1681xxxx xxxx xxxx xxxx xxxx xxxx  has violated my rights 15 u s c 1681 section 602 a  states i have the right to privacy  15 u s c 1681 section 604 a section 2   it also states a consumer reporting agency can not furnish a account without my written instructions 15 u s c 1681c    a     5   section states   no consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information  other than records of convictions of crimes which antedates the report by more than seven years  15 u s c 1681 c    a     5   section states   no consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information  other than records of convictions of crimes which antedates the report by more than seven years  15 u s c  1681s 2   a     1   a person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate,1240,214,174
24-05-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,fraudulent accounts incorrect addresses never lived here XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX,Closed with non-monetary relief,fraudulent accounts incorrect addresses never lived here xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx,100,15,175
11-01-2020,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"AFTER A CAREFUL REVIEW OF MY CREDIT REPORT, I HAVE IDENTIFIED INACCURATE ACCOUNTS THAT ARE DEROGATORIES AND DELINQUENTS THAT I HAVE NO KNOWLEDGE OF AND WERE NOT AUTHORIZED BY ME. PLEASE REMOVED THOSE INACCURATE ACCOUNTS THAT HAVE BEEN CAUSING DAMAGE TO MY CREDIT FILE. IT IS ILLEGAL TO HAVE SUCH ACCOUNTS REPORTING INACCURATELY ON ONES CREDIT, CONDUCT AN INVESTIGATION INTO THIS MATTER AND HAVE THE ACCOUNTS PURGED OFF MY CREDIT FILE.",Closed with non-monetary relief,after a careful review of my credit report  i have identified inaccurate accounts that are derogatories and delinquents that i have no knowledge of and were not authorized by me  please removed those inaccurate accounts that have been causing damage to my credit file  it is illegal to have such accounts reporting inaccurately on ones credit  conduct an investigation into this matter and have the accounts purged off my credit file,433,71,176
26-06-2019,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"This issue is an existing problem which Equifax, and XXXX  wasn't able to resolve.. The student loan was reported on my credit report..Based on my research, all government funded loans are not supposedly be reported on a credit report. This is a clear violation of the FCRA ..Credit Bureaus could not give me concrete explanation as to why they wont delete it..Please step up CFPB and delete. Their investigation solve the problem. They said they have verified it but did not give details on how their investigation went..Just remove the accounts asap DEPTEDXXXX XXXX, DEPTEDXXXX  XXXX, DEPTEDXXXX XXXX, DEDXXXX  XXXX, DEPTEDXXXX XXXX, DEPTEDXXXX XXXX,",Closed with explanation,this issue is an existing problem which equifax  and xxxx wasn t able to resolve   the student loan was reported on my credit report  based on my research  all government funded loans are not supposedly be reported on a credit report  this is a clear violation of the fcra   credit bureaus could not give me concrete explanation as to why they wont delete it  please step up cfpb and delete  their investigation solve the problem  they said they have verified it but did not give details on how their investigation went  just remove the accounts asap deptedxxxx xxxx  deptedxxxx xxxx  deptedxxxx xxxx  dedxxxx xxxx  deptedxxxx xxxx  deptedxxxx xxxx,648,108,177
25-02-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,I pay off capital one for about XXXX month now and it still show on my XXXX report as not pay,Closed with explanation,i pay off capital one for about xxxx month now and it still show on my xxxx report as not pay,93,21,178
17-11-2020,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I have spoken to representatives and supervisors and the calls disconnect with no help at all. I have mailed in disputes for the 4 collections on my credit report XXXX XXXX XXXX XXXX with Equifax and they keep saying they haven't received them and this is my second time doing a dispute in writing. The information they have on my report is not accurate and needs to be deleted. My next step is to go forward with a lawyer if need be to make sure my credit is accurate and make it known publicly that Equifax is a fraud company that keeps inaccurate information and provide no help to people like me.,Closed with explanation,i have spoken to representatives and supervisors and the calls disconnect with no help at all  i have mailed in disputes for the 4 collections on my credit report xxxx xxxx xxxx xxxx with equifax and they keep saying they haven t received them and this is my second time doing a dispute in writing  the information they have on my report is not accurate and needs to be deleted  my next step is to go forward with a lawyer if need be to make sure my credit is accurate and make it known publicly that equifax is a fraud company that keeps inaccurate information and provide no help to people like me,599,113,179
15-11-2025,"Money transfer, virtual currency, or money service",Problem with customer service,I transfered XXXX to a friend in XXXX and the transfer initated on XX/XX/year>. it said XXXX minutes. Still has not been delivered. Contacted everyday since and said to wait 24-48 hours. they sent inquiry but no response. Still money has not been delivered and ask for cancellation but they want to wait till Monday.,Closed with explanation,i transfered xxxx to a friend in xxxx and the transfer initated on xx xx year   it said xxxx minutes  still has not been delivered  contacted everyday since and said to wait 24 48 hours  they sent inquiry but no response  still money has not been delivered and ask for cancellation but they want to wait till monday,315,58,180
14-05-2024,Credit reporting or other personal consumer reports,Improper use of your report,"Delinquent, derogatory, and collection accounts that should be removed. 
XXXX XXXX acct : XXXX XXXX  acct terminated. This is not my account, and I wa t it removed. 
*XXXX XXXX XXXX XXXX XXXX {$4200.00}. This loan was paid in full by court order. Should be removed. 
*XXXX XXXXXXXX XXXX XXXX collection/derogatory {$1400.00}. 
*XXXX  XXXX XXXX XXXXXXXX {$170.00} charge off/collection XXXXXXXX XXXX acct : XXXX {$970.00} collection/derogatory *XXXX XXXX acct : XXXX {$740.00} XXXX/derogatory collection *XXXX XXXX XXXX {$34000.00} student loan opened XXXX XX/XX/1998 transferred to XXXX . It's been paid all school loans paid. Old social security number XXXX XXXX, XXXX XXXX 

REMOVE INACCURATE WITH FAIR CREDIT REPORTING ACT 15 USC 1681 SECTION 604A STATES I HAVE THE RIGHT TO CONSUMER PRIVACY.",Closed with non-monetary relief,delinquent  derogatory  and collection accounts that should be removed  xxxx xxxx acct   xxxx xxxx acct terminated  this is not my account  and i wa t it removed   xxxx xxxx xxxx xxxx xxxx   4200 00   this loan was paid in full by court order  should be removed   xxxx xxxxxxxx xxxx xxxx collection derogatory   1400 00    xxxx xxxx xxxx xxxxxxxx   170 00  charge off collection xxxxxxxx xxxx acct   xxxx   970 00  collection derogatory  xxxx xxxx acct   xxxx   740 00  xxxx derogatory collection  xxxx xxxx xxxx   34000 00  student loan opened xxxx xx xx 1998 transferred to xxxx   it s been paid all school loans paid  old social security number xxxx xxxx  xxxx xxxx remove inaccurate with fair credit reporting act 15 usc 1681 section 604a states i have the right to consumer privacy,786,131,181
